Province,District,Local_level,Total,Wood,LPG,Electricity,Cow_dung,Bio_gas,Kerosene,Other
Bagmati,Bhaktapur ,Bhaktapur Municipality,18987,1254,17557,142,1,21,6,6
Bagmati,Bhaktapur ,Changunarayan Municipality,21588,2160,19277,104,8,17,9,13
Bagmati,Bhaktapur ,Madhyapur Thimi Municipality,31966,1480,30081,339,1,33,15,17
Bagmati,Bhaktapur ,Suryabinayak Municipality,35865,3075,32265,259,2,232,16,16
Bagmati,Chitawan ,Bharatpur Metropolitian City,96591,9824,84961,710,26,1043,2,25
Bagmati,Chitawan ,Ichchha Kamana Gaunpalika,6185,3718,2407,15,0,33,3,9
Bagmati,Chitawan ,Kalika Municipality,12258,3756,8273,26,13,189,0,1
Bagmati,Chitawan ,Khairahani Municipality,16395,2443,13319,100,7,517,3,6
Bagmati,Chitawan ,Madi Municipality,10120,4741,4635,69,11,653,2,9
Bagmati,Chitawan ,Rapti Municipality,15215,5514,9360,47,4,269,17,4
Bagmati,Chitawan ,Ratnanagar Municipality,22403,2818,19094,125,9,350,1,6
Bagmati,Dhading ,Benighat Rorang Gaunpalika,7601,4532,2984,22,0,53,4,6
Bagmati,Dhading ,Dhunibenshi Municipality,7246,4210,2883,13,1,126,11,2
Bagmati,Dhading ,Gajuri Gaunpalika,6839,4078,2712,8,0,30,7,4
Bagmati,Dhading ,Galchhi Gaunpalika,5975,3706,2202,8,1,52,2,4
Bagmati,Dhading ,Ganga Jamuna Gaunpalika,5264,4491,714,6,0,47,5,1
Bagmati,Dhading ,Jwalamukhi Gaunpalika,6079,3749,1955,14,0,343,14,4
Bagmati,Dhading ,Khaniyabas Gaunpalika,2685,2556,126,1,0,2,0,0
Bagmati,Dhading ,Netrawati Dabjong Gaunpalika,3263,2516,741,0,0,4,0,2
Bagmati,Dhading ,Nilkhantha Municipality,16391,7585,8457,33,1,277,29,9
Bagmati,Dhading ,Rubi Valley Gaunpalika,2649,2595,50,0,0,3,0,1
Bagmati,Dhading ,Siddhalek Gaunpalika,5836,3619,2040,17,5,106,47,2
Bagmati,Dhading ,Thakre Gaunpalika,7847,4668,3055,8,1,113,2,0
Bagmati,Dhading ,Tripurasundari Gaunpalika,5947,3440,2383,33,0,90,1,0
Bagmati,Dolakha ,Baiteshwor Gaunpalika,5373,4717,649,1,0,5,1,0
Bagmati,Dolakha ,Bhimeshwor Municipality,10164,5957,4044,12,0,144,1,6
Bagmati,Dolakha ,Bigu Gaunpalika,4747,4177,561,2,0,5,2,0
Bagmati,Dolakha ,Gaurishankar Gaunpalika,4399,4246,140,1,0,8,1,3
Bagmati,Dolakha ,Jiri Municipality,4244,3396,822,3,0,21,2,0
Bagmati,Dolakha ,Kalinchowk Gaunpalika,6151,5522,612,0,0,16,1,0
Bagmati,Dolakha ,Melung Gaunpalika,4796,4563,227,0,0,6,0,0
Bagmati,Dolakha ,Shailung Gaunpalika,5134,4713,412,3,0,5,0,1
Bagmati,Dolakha ,Tamakoshi Gaunpalika,4485,4019,335,2,0,127,2,0
Bagmati,Kathmandu ,Budhanilkhantha Municipality,46930,1347,45200,273,5,74,9,22
Bagmati,Kathmandu ,Chandragiri Municipality,35994,661,34899,401,2,2,4,25
Bagmati,Kathmandu ,Dakshinkali Municipality,6489,1487,4971,25,0,2,0,4
Bagmati,Kathmandu ,Gokarneshwor Municipality,39771,1189,38375,139,1,33,18,16
Bagmati,Kathmandu ,Kageshwori Manahara Municipality,33764,1059,32386,283,2,18,9,7
Bagmati,Kathmandu ,Kathmandu Metropolitian City,238966,511,235688,2522,0,0,88,157
Bagmati,Kathmandu ,Kirtipur Municipality,24150,144,23809,184,0,5,2,6
Bagmati,Kathmandu ,Nagarjun Municipality,31301,489,30563,229,1,4,5,10
Bagmati,Kathmandu ,Shankharapur Municipality,7140,1892,5199,15,0,16,17,1
Bagmati,Kathmandu ,Tarakeshwor Municipality,41362,603,40127,424,1,196,3,8
Bagmati,Kathmandu ,Tokha Municipality,37025,893,35714,199,0,211,2,6
Bagmati,Kavrepalanchok ,Banepa Municipality,16698,2006,14591,43,1,19,34,4
Bagmati,Kavrepalanchok ,Bethanchowk Gaunpalika,3861,3094,742,5,1,18,0,1
Bagmati,Kavrepalanchok ,Bhumlu Gaunpalika,4518,3796,707,2,0,3,10,0
Bagmati,Kavrepalanchok ,Chauri Deurali Gaunpalika,4156,3805,336,6,0,5,3,1
Bagmati,Kavrepalanchok ,Dhulikhel Municipality,8570,1930,6507,19,1,100,11,2
Bagmati,Kavrepalanchok ,Khanikhola Gaunpalika,2398,2237,159,0,0,0,1,1
Bagmati,Kavrepalanchok ,Mahabharat Gaunpalika,3174,3102,66,0,0,4,2,0
Bagmati,Kavrepalanchok ,Mandan Deupur Municipality,7924,4248,3397,10,1,256,11,1
Bagmati,Kavrepalanchok ,Namobuddha Municipality,7148,4481,2528,9,0,114,13,3
Bagmati,Kavrepalanchok ,Panauti Municipality,12806,4095,8645,28,2,24,8,4
Bagmati,Kavrepalanchok ,Panchkhal Municipality,9133,3777,5115,23,3,207,4,4
Bagmati,Kavrepalanchok ,Roshi Gaunpalika,6075,4858,1149,11,0,54,2,1
Bagmati,Kavrepalanchok ,Temal Gaunpalika,4869,3870,887,17,0,91,3,1
Bagmati,Lalitpur ,Bagmati Gaunpalika,2739,2275,446,2,8,6,2,0
Bagmati,Lalitpur ,Godawari Municipality,24045,3484,20428,62,5,60,1,5
Bagmati,Lalitpur ,Konjyosom Gaunpalika,2142,1614,521,2,0,4,0,1
Bagmati,Lalitpur ,Lalitpur Metropolitian City,77159,3370,72231,985,2,517,31,23
Bagmati,Lalitpur ,Mahalaxmi Municipality,32106,1336,30220,243,3,283,7,14
Bagmati,Lalitpur ,Mahankal Gaunpalika,1939,1564,342,2,0,31,0,0
Bagmati,Makwanpur ,Bagmati Gaunpalika,6460,5188,1219,5,0,44,4,0
Bagmati,Makwanpur ,Bakaiya Gaunpalika,8913,7027,1825,17,3,25,6,10
Bagmati,Makwanpur ,Bhimphedi Gaunpalika,5085,3718,1310,21,2,31,1,2
Bagmati,Makwanpur ,Hetauda Sub-Metropolitian City,46566,8122,37806,190,2,405,34,7
Bagmati,Makwanpur ,Indrasarowar Gaunpalika,3403,2519,880,1,0,2,1,0
Bagmati,Makwanpur ,Kailash Gaunpalika,4391,3914,467,1,0,8,1,0
Bagmati,Makwanpur ,Makawanpurgadhi Gaunpalika,5285,3868,1380,9,0,23,3,2
Bagmati,Makwanpur ,Manahari Gaunpalika,10724,4488,6146,31,1,56,1,1
Bagmati,Makwanpur ,Raksirang Gaunpalika,5044,4605,427,7,0,4,0,1
Bagmati,Makwanpur ,Thaha Municipality,9749,6095,3582,18,1,41,12,0
Bagmati,Nuwakot ,Belkotgadhi Municipality,9222,6760,2407,8,0,42,3,2
Bagmati,Nuwakot ,Bidur Municipality,15234,6232,8840,35,5,112,5,5
Bagmati,Nuwakot ,Dupcheshwor Gaunpalika,5141,4614,514,7,0,4,2,0
Bagmati,Nuwakot ,Kakani Gaunpalika,6312,3978,2314,2,0,15,1,2
Bagmati,Nuwakot ,Kispang Gaunpalika,3929,2925,992,0,0,10,2,0
Bagmati,Nuwakot ,Likhu Gaunpalika,4582,2437,2028,11,19,85,2,0
Bagmati,Nuwakot ,Myagang Gaunpalika,3969,3006,959,0,0,4,0,0
Bagmati,Nuwakot ,Panchakanya Gaunpalika,3600,2597,975,4,0,22,2,0
Bagmati,Nuwakot ,Shivapuri Gaunpalika,4925,4403,514,2,0,5,0,1
Bagmati,Nuwakot ,Suryagadhi Gaunpalika,3829,2670,1151,6,0,1,1,0
Bagmati,Nuwakot ,Tadi Gaunpalika,4024,3181,824,3,0,15,1,0
Bagmati,Nuwakot ,Tarakeshwor Gaunpalika,3879,2949,847,1,0,80,0,2
Bagmati,Ramechhap ,Doramba Gaunpalika,5062,4859,194,3,0,5,1,0
Bagmati,Ramechhap ,Gokulganga Gaunpalika,4683,4182,403,12,1,75,7,3
Bagmati,Ramechhap ,Khandadevi Gaunpalika,5501,5030,462,2,0,3,2,2
Bagmati,Ramechhap ,Likhu Tamakoshi Gaunpalika,5296,4842,396,4,0,49,4,1
Bagmati,Ramechhap ,Manthali  Municipality,10991,8132,2833,7,1,13,3,2
Bagmati,Ramechhap ,Ramechhap Municipality,6627,5887,716,1,1,20,2,0
Bagmati,Ramechhap ,Sunapati Gaunpalika,4193,3921,243,5,0,4,18,2
Bagmati,Ramechhap ,Umakunda Gaunpalika,4113,3797,308,6,0,2,0,0
Bagmati,Rasuwa ,Aamachhodingmo Gaunpalika,1664,1362,296,0,0,2,2,2
Bagmati,Rasuwa ,Gosaikunda Gaunpalika,2038,814,1211,13,0,0,0,0
Bagmati,Rasuwa ,Kalika Gaunpalika,2447,1665,776,0,0,4,0,2
Bagmati,Rasuwa ,Naukunda Gaunpalika,2794,2388,399,1,0,6,0,0
Bagmati,Rasuwa ,Uttargaya Gaunpalika,2188,1336,835,3,0,13,1,0
Bagmati,Sindhuli ,Dudhouli Municipality,16110,11874,3968,23,5,232,4,4
Bagmati,Sindhuli ,Ghyanglekha Gaunpalika,2868,2617,241,1,0,9,0,0
Bagmati,Sindhuli ,Golanjor Gaunpalika,4527,3679,788,6,3,48,1,2
Bagmati,Sindhuli ,Hariharpurgaghi Gaunpalika,5292,4628,643,8,0,6,3,4
Bagmati,Sindhuli ,Kamalamai Municipality,18135,8497,9460,38,5,124,7,4
Bagmati,Sindhuli ,Marin Gaunpalika,6044,4627,1338,20,0,56,1,2
Bagmati,Sindhuli ,Phikkal Gaunpalika,3436,3163,264,0,0,4,3,2
Bagmati,Sindhuli ,Sunkoshi Gaunpalika,4987,3897,1055,3,0,19,11,2
Bagmati,Sindhuli ,Tinpatan Gaunpalika,7918,6857,1025,1,0,33,1,1
Bagmati,Sindhupalchok ,Bahrabise Municipality,6655,5021,1617,5,0,9,3,0
Bagmati,Sindhupalchok ,Balephi Gaunpalika,4829,3469,1315,4,0,41,0,0
Bagmati,Sindhupalchok ,Bhotekoshi Gaunpalika,3732,2704,997,4,0,19,6,2
Bagmati,Sindhupalchok ,Choutara Sangachowkgadhi Municipality,11590,8839,2693,15,4,30,4,5
Bagmati,Sindhupalchok ,Helambu Gaunpalika,4690,3992,682,4,0,4,8,0
Bagmati,Sindhupalchok ,Indrawoti Gaunpalika,6780,5470,1221,5,1,54,27,2
Bagmati,Sindhupalchok ,Jugal Gaunpalika,4528,4126,365,2,0,34,1,0
Bagmati,Sindhupalchok ,Lisankhu Pakhar Gaunpalika,3697,3178,513,5,0,1,0,0
Bagmati,Sindhupalchok ,Melanchi Municipality,11180,8976,2131,10,1,35,26,1
Bagmati,Sindhupalchok ,Panchpokhari Thangpal Gaunpalika,5914,4685,1151,7,0,54,16,1
Bagmati,Sindhupalchok ,Sunkoshi Gaunpalika,4451,3867,575,3,0,2,4,0
Bagmati,Sindhupalchok ,Tripurasundari Gaunpalika,3651,3255,393,1,0,1,1,0
Gandaki,Tanahu ,Aanbu Khaireni Gaunpalika,6136,1830,4264,30,0,10,0,2
Gandaki,Syangja ,Aandhikhola Gaunpalika,3992,3244,729,1,0,17,1,0
Gandaki,Gorkha ,Aarughat Gaunpalika,6176,4370,1759,10,0,27,9,1
Gandaki,Gorkha ,Ajirkot Gaunpalika,3622,2990,601,3,0,27,1,0
Gandaki,Kaski ,Annapurna Gaunpalika,6049,4170,1855,6,0,14,1,3
Gandaki,Myagdi ,Annapurna Gaunpalika,3600,2730,849,2,0,19,0,0
Gandaki,Syangja ,Arjun Choupari Gaunpalika,3808,3127,675,2,0,3,0,1
Gandaki,Baglung ,Badigad Gaunpalika,6745,5910,797,5,0,20,12,1
Gandaki,Baglung ,Baglung Municipality,15924,8406,7458,33,1,19,7,0
Gandaki,Tanahu ,Bandipur Gaunpalika,5208,2446,2706,6,0,48,1,1
Gandaki,Baglung ,Bareng Gaunpalika,2925,2722,194,6,0,1,2,0
Gandaki,Gorkha ,Barpak Sulikot Gaunpalika,6283,4845,1398,11,0,21,7,1
Gandaki,Nawalparasi (East) ,Baudikali Gaunpalika,2913,2319,531,4,2,55,2,0
Gandaki,Myagdi ,Beni Municipality,9336,4880,4412,15,0,15,8,6
Gandaki,Lamjung ,Bensishahar Municipality,11038,3791,7037,57,1,146,2,4
Gandaki,Tanahu ,Bhanu Municipality,12705,6289,6006,26,6,368,9,1
Gandaki,Tanahu ,Bhimad Municipality,7970,4593,3258,16,5,94,0,4
Gandaki,Gorkha ,Bhimsenthapa Gaunpalika,5239,4045,1141,3,0,44,6,0
Gandaki,Syangja ,Bhirkot Municipality,6171,3839,2240,4,3,83,2,0
Gandaki,Parbat ,Bihadi Gaunpalika,2723,2507,202,3,0,11,0,0
Gandaki,Nawalparasi (East) ,Binayi Tribeni Gaunpalika,9076,4624,4263,24,9,148,3,5
Gandaki,Syangja ,Biruwa Gaunpalika,3954,3354,551,3,0,42,3,1
Gandaki,Nawalparasi (East) ,Bulingtar Gaunpalika,3402,3066,296,4,0,36,0,0
Gandaki,Tanahu ,Byas Municipality,22585,7045,15323,59,1,144,7,6
Gandaki,Manang ,Chame Gaunpalika,389,276,113,0,0,0,0,0
Gandaki,Syangja ,Chapakot Municipality,6251,4462,1690,5,0,93,1,0
Gandaki,Gorkha ,Chumanubri Gaunpalika,2068,1866,185,2,1,2,11,1
Gandaki,Nawalparasi (East) ,Devchuli Municipality,14493,2694,11630,17,8,140,2,2
Gandaki,Tanahu ,Devghat Gaunpalika,3670,2031,1624,4,0,9,1,1
Gandaki,Gorkha ,Dharche Gaunpalika,3808,3548,252,1,0,0,5,2
Gandaki,Myagdi ,Dhawalagiri Gaunpalika,3176,2929,243,1,0,1,1,1
Gandaki,Baglung ,Dhorpatan Municipality,7485,5304,2152,15,1,6,7,0
Gandaki,Lamjung ,Dordi Gaunpalika,4524,3443,1039,7,0,32,2,1
Gandaki,Lamjung ,Dudhapokhari Gaunpalika,2469,2188,273,0,0,7,1,0
Gandaki,Nawalparasi (East) ,Gaidakot Municipality,20191,2872,17083,46,1,184,1,4
Gandaki,Baglung ,Galkot Municipality,7714,5981,1705,9,0,12,3,4
Gandaki,Syangja ,Galyang Municipality,7933,5866,1984,40,0,42,0,1
Gandaki,Gorkha ,Gandaki Gaunpalika,5659,3954,1609,9,0,77,7,3
Gandaki,Mustang ,Gharpajhong Gaunpalika,1127,140,983,2,0,1,0,1
Gandaki,Tanahu ,Ghiring Gaunpalika,3783,2998,717,21,1,37,1,8
Gandaki,Gorkha ,Gorkha Municipality,14988,5209,9350,21,2,346,44,16
Gandaki,Syangja ,Harinas Gaunpalika,3582,3011,549,2,1,16,1,2
Gandaki,Nawalparasi (East) ,Hupsekot Gaunpalika,6179,3876,2200,17,3,83,0,0
Gandaki,Baglung ,Jaimuni Municipality,6828,6258,547,6,0,6,4,7
Gandaki,Parbat ,Jaljala Gaunpalika,5961,3797,2141,5,0,17,0,1
Gandaki,Syangja ,Kaligandaki Gaunpalika,4762,4128,569,6,0,55,3,1
Gandaki,Baglung ,Kathekhola Gaunpalika,5892,5493,388,5,0,2,2,2
Gandaki,Nawalparasi (East) ,Kawasoti Municipality,22166,5675,15960,66,5,448,2,10
Gandaki,Parbat ,Kushma Municipality,10962,5944,4981,24,1,7,2,3
Gandaki,Lamjung ,Kwhola Sothar Gaunpalika,2276,2062,206,0,0,7,0,1
Gandaki,Mustang ,Lo Ghekar Damodarkunda Gaunpalika,436,124,107,0,0,205,0,0
Gandaki,Mustang ,Lomanthang Gaunpalika,488,248,6,1,113,119,0,1
Gandaki,Kaski ,Machhapuchchhre Gaunpalika,6151,3381,2727,2,0,40,0,1
Gandaki,Nawalparasi (East) ,Madhya Bindu Municipality,15430,7992,7002,74,17,333,3,9
Gandaki,Lamjung ,Madhya Nepal Municipality,6427,3519,2824,15,0,67,0,2
Gandaki,Kaski ,Madi Gaunpalika,4094,3582,494,6,0,12,0,0
Gandaki,Parbat ,Mahashila Gaunpalika,2057,1946,106,1,0,3,0,1
Gandaki,Myagdi ,Malika Gaunpalika,4590,3764,754,3,0,55,12,2
Gandaki,Manang ,Manang Ngisyang Gaunpalika,561,342,187,1,0,30,0,1
Gandaki,Myagdi ,Mangala Gaunpalika,3911,3210,636,20,0,44,0,1
Gandaki,Lamjung ,Marshyangdi Gaunpalika,4550,3395,1053,1,0,97,2,2
Gandaki,Parbat ,Modi Gaunpalika,5404,4278,1105,8,1,7,3,2
Gandaki,Tanahu ,Myagde Gaunpalika,6515,3519,2814,20,9,151,0,2
Gandaki,Manang ,Narpa Bhumi Gaunpalika,126,120,4,0,0,0,1,1
Gandaki,Manang ,Nason Gaunpalika,471,320,150,0,0,0,0,1
Gandaki,Baglung ,Nisikhola Gaunpalika,5635,5297,323,2,0,11,0,2
Gandaki,Parbat ,Paiyu Gaunpalika,3268,2559,695,4,0,9,1,0
Gandaki,Gorkha ,Palungtar Municipality,11072,6067,4633,39,1,319,13,0
Gandaki,Parbat ,Phalebas Municipality,5737,4998,713,5,0,16,4,1
Gandaki,Syangja ,Phedikhola Gaunpalika,3165,2131,1018,2,0,13,0,1
Gandaki,Kaski ,Pokhara Metropolitian City,140459,11893,127571,372,4,543,32,44
Gandaki,Syangja ,Putalibazar Municipality,11881,5890,5820,17,0,145,6,3
Gandaki,Myagdi ,Raghuganga Gaunpalika,4153,3622,491,1,0,31,7,1
Gandaki,Lamjung ,Rainas Municipality,4961,1976,2715,14,0,253,2,1
Gandaki,Tanahu ,Rhishing Gaunpalika,4669,3835,813,9,0,10,1,1
Gandaki,Kaski ,Rupa Gaunpalika,3663,2756,893,3,0,10,1,0
Gandaki,Gorkha ,Shahid Lakhan Gaunpalika,6856,4470,2113,21,20,206,22,4
Gandaki,Tanahu ,Shuklagandaki Municipality,15272,4892,10122,17,0,227,5,9
Gandaki,Gorkha ,Siranchowk Gaunpalika,5958,4449,1419,6,7,68,8,1
Gandaki,Lamjung ,Sundarbazar Municipality,7829,2589,5052,32,0,147,2,7
Gandaki,Baglung ,Tamankhola Gaunpalika,2611,2434,174,2,0,1,0,0
Gandaki,Baglung ,Tarakhola Gaunpalika,2337,2242,92,3,0,0,0,0
Gandaki,Mustang ,Thasang Gaunpalika,832,464,366,1,0,0,1,0
Gandaki,Mustang ,Varagung Muktichhetra Gaunpalika,723,233,489,0,0,0,1,0
Gandaki,Syangja ,Walling Municipality,13424,6241,6818,24,1,334,4,2
Karnali,Rukum (West) ,Aathabisakot Municipality,7553,7063,461,3,2,4,18,2
Karnali,Dailekh ,Aathbis Municipality,6134,5476,589,44,1,13,7,4
Karnali,Humla ,Adanchuli Gaunpalika,1480,1467,11,2,0,0,0,0
Karnali,Salyan ,Bagachour Municipality,7498,6870,610,0,1,9,1,7
Karnali,Salyan ,Banagad Kupinde Municipality,7428,6663,734,2,0,18,11,0
Karnali,Rukum (West) ,Banphikot Gaunpalika,4607,4389,200,6,1,9,1,1
Karnali,Surkhet ,Barahatal Gaunpalika,6169,5800,344,2,1,10,9,3
Karnali,Jajarkot ,Barekot Gaunpalika,3887,3684,162,5,0,8,25,3
Karnali,Dailekh ,Bhagawatimai Gaunpalika,3550,3449,98,2,0,1,0,0
Karnali,Dailekh ,Bhairabi Gaunpalika,4269,3779,386,4,15,53,30,2
Karnali,Jajarkot ,Bheri Malika Municipality,8874,7277,1550,17,1,7,15,7
Karnali,Surkhet ,Bheriganga Municipality,11539,8605,2807,19,2,82,21,3
Karnali,Surkhet ,Birendranagar Municipality,38377,8493,29295,73,19,464,13,20
Karnali,Dailekh ,Chamunda Bindrasaini Municipality,5113,4684,393,8,3,15,9,1
Karnali,Jumla ,Chandannath Municipality,5367,3541,1789,3,0,15,16,3
Karnali,Humla ,Chankheli Gaunpalika,1193,1180,6,1,0,0,2,4
Karnali,Surkhet ,Chaukune Gaunpalika,5336,5050,264,2,2,8,7,3
Karnali,Rukum (West) ,Chaurjahari Municipality,6837,6200,540,5,0,90,1,1
Karnali,Dolpa ,Chharka Tangsong Gaunpalika,320,247,20,0,0,0,0,53
Karnali,Salyan ,Chhatreshwori Gaunpalika,5139,4756,363,3,0,12,4,1
Karnali,Mugu ,Chhayanath Rara Municipality,4952,4007,802,12,0,80,48,3
Karnali,Jajarkot ,Chhedagad Municipality,7197,6757,390,7,24,14,4,1
Karnali,Surkhet ,Chingad Gaunpalika,3297,3037,252,0,1,7,0,0
Karnali,Salyan ,Darma Gaunpalika,4264,4125,137,0,0,2,0,0
Karnali,Dolpa ,Dolpo Buddha Gaunpalika,543,384,9,0,148,0,1,1
Karnali,Dailekh ,Dullu Municipality,9053,8397,554,7,1,9,82,3
Karnali,Dailekh ,Dungeshwor Gaunpalika,3399,3084,306,1,0,1,7,0
Karnali,Dailekh ,Gurans Gaunpalika,4541,4150,356,14,0,13,8,0
Karnali,Surkhet ,Gurbhakot Municipality,11798,9326,2399,7,0,38,17,11
Karnali,Jumla ,Guthichaur Gaunpalika,2444,2409,29,1,0,0,1,4
Karnali,Jumla ,Hima Gaunpalika,2176,2124,43,2,0,1,5,1
Karnali,Dolpa ,Jagadulla Gaunpalika,601,575,21,1,0,0,4,0
Karnali,Jajarkot ,Junichande Gaunpalika,4296,4119,154,10,2,9,2,0
Karnali,Dolpa ,Kaike Gaunpalika,916,877,39,0,0,0,0,0
Karnali,Salyan ,Kalimati Gaunpalika,4972,4748,196,2,0,17,6,3
Karnali,Jumla ,Kanaka Sundari Gaunpalika,2754,2618,132,1,0,1,1,1
Karnali,Salyan ,Kapurkot Gaunpalika,3974,3677,287,2,0,0,7,1
Karnali,Kalikot ,Khandachakra Municipality,4101,3184,847,1,1,65,3,0
Karnali,Humla ,Kharpunath Gaunpalika,1437,1425,9,1,0,1,1,0
Karnali,Mugu ,Khatyad Gaunpalika,3525,3313,198,0,0,3,10,1
Karnali,Salyan ,Kumakh Gaunpalika,5491,5073,400,1,0,15,2,0
Karnali,Jajarkot ,Kuse Gaunpalika,4401,4160,218,6,0,5,9,3
Karnali,Surkhet ,Lekabeshi Municipality,7441,6551,811,3,1,72,2,1
Karnali,Dailekh ,Mahabu Gaunpalika,3968,3642,299,0,0,19,7,1
Karnali,Kalikot ,Mahawai Gaunpalika,1615,1514,65,1,0,2,29,4
Karnali,Dolpa ,Mudkechula Gaunpalika,1190,1153,31,0,0,3,2,1
Karnali,Mugu ,Mugumakarmarog Gaunpalika,1372,1316,52,0,0,0,4,0
Karnali,Rukum (West) ,Musikot Municipality,8693,6434,2242,9,0,6,1,1
Karnali,Jajarkot ,Nalgad Municipality,5992,5446,501,5,1,3,27,9
Karnali,Humla ,Namkha Gaunpalika,849,841,8,0,0,0,0,0
Karnali,Kalikot ,Naraharinath Gaunpalika,4290,4024,262,1,0,0,2,1
Karnali,Dailekh ,Narayan Municipality,6504,4718,1706,6,0,54,15,5
Karnali,Dailekh ,Naumule Gaunpalika,4223,3846,367,2,0,5,3,0
Karnali,Kalikot ,Pachal Jharana Gaunpalika,2398,2222,158,2,0,11,4,1
Karnali,Kalikot ,Palata Gaunpalika,2834,2709,118,0,0,2,3,2
Karnali,Surkhet ,Panchapuri Municipality,7803,7041,737,1,0,6,12,6
Karnali,Jumla ,Patarasi Gaunpalika,3342,3281,50,6,0,1,4,0
Karnali,Kalikot ,Raskot Municipality,3194,2964,194,1,0,11,23,1
Karnali,Rukum (West) ,Sanibheri Gaunpalika,5292,4961,315,1,0,10,4,1
Karnali,Kalikot ,Sanni Tribeni Gaunpalika,2422,2312,98,1,0,3,7,1
Karnali,Humla ,Sarkegad Gaunpalika,2205,2159,30,0,0,12,3,1
Karnali,Salyan ,Sharada Municipality,8898,6666,2219,2,1,6,3,1
Karnali,Dolpa ,Shey Phoksundo Gaunpalika,861,568,9,0,281,1,0,2
Karnali,Jajarkot ,Shivalaya Gaunpalika,2806,2527,256,15,0,5,1,2
Karnali,Kalikot ,Shuva Kalika Gaunpalika,2762,2667,77,2,0,10,6,0
Karnali,Salyan ,Siddha Kumakh Gaunpalika,2898,2743,139,0,0,0,15,1
Karnali,Humla ,Simkot Gaunpalika,2882,2841,36,3,0,0,1,1
Karnali,Surkhet ,Simta Gaunpalika,6062,5366,691,2,1,2,0,0
Karnali,Jumla ,Sinja Gaunpalika,2354,2247,102,0,0,1,4,0
Karnali,Mugu ,Soru Gaunpalika,2581,2496,80,2,0,0,3,0
Karnali,Humla ,Tanjakot Gaunpalika,1158,1122,33,1,0,1,1,0
Karnali,Jumla ,Tatopani Gaunpalika,3318,3207,97,0,0,2,11,1
Karnali,Dailekh ,Thantikandh Gaunpalika,3840,3666,161,1,0,2,7,3
Karnali,Dolpa ,Thulibheri Municipality,2327,1920,294,0,0,102,0,11
Karnali,Jumla ,Tila Gaunpalika,2667,2597,66,0,0,2,2,0
Karnali,Kalikot ,Tilagupha Municipality,3154,2891,231,1,0,16,14,1
Karnali,Rukum (West) ,Tribeni Gaunpalika,4308,3984,319,3,0,1,1,0
Karnali,Salyan ,Tribeni Gaunpalika,4110,3724,339,5,0,25,14,3
Karnali,Dolpa ,Tripurasundari Municipality,2622,2354,134,0,0,128,5,1
Koshi,Bhojpur ,Aamchowk Gaunpalika,3479,3370,105,2,1,0,0,1
Koshi,Terhathum ,Aatharai Gaunpalika,4373,4175,189,1,0,7,1,0
Koshi,Taplejung ,Aatharai Tribeni Gaunpalika,2854,2741,89,1,1,8,4,10
Koshi,Khotang ,Aiselukharka Gaunpalika,3355,3206,136,4,0,6,3,0
Koshi,Jhapa ,Arjundhara Municipality,20935,4812,15299,82,25,713,1,3
Koshi,Bhojpur ,Arun Gaunpalika,3538,3401,128,2,0,1,5,1
Koshi,Khotang ,Baraha Pokhari Gaunpalika,2568,2376,187,2,0,2,1,0
Koshi,Sunsari ,Barahachhetra Municipality,21827,11282,9819,127,323,268,3,5
Koshi,Jhapa ,Barhadashi Gaunpalika,9035,5207,3257,37,29,499,1,5
Koshi,Sunsari ,Barju Gaunpalika,7922,4443,996,129,2285,63,2,4
Koshi,Udayapur ,Belaka Municipality,12158,9818,2130,91,5,106,0,8
Koshi,Morang ,Belbari Municipality,20459,7542,12119,144,37,611,1,5
Koshi,Jhapa ,Bhadrapur Municipality,17329,5352,11617,99,32,218,0,11
Koshi,Bhojpur ,Bhojpur Municipality,6744,5095,1609,17,1,7,4,11
Koshi,Sunsari ,Bhokraha Narsingh Gaunpalika,8932,6185,436,81,2196,21,2,11
Koshi,Sankhuwasabha ,Bhotkhola Gaunpalika,1684,1636,37,0,0,1,9,1
Koshi,Morang ,Biratnagar Metropolitian City,56919,9270,45657,445,1297,221,6,23
Koshi,Jhapa ,Birtamod Municipality,29852,4955,24138,133,8,603,0,15
Koshi,Jhapa ,Buddhashanti Gaunpalika,13285,3765,8727,42,19,726,0,6
Koshi,Morang ,Budhiganga Gaunpalika,12360,5082,6729,76,334,133,1,5
Koshi,Sankhuwasabha ,Chainapur Municipality,6648,5779,809,11,0,43,5,1
Koshi,Okhaldhunga ,Champadevi Gaunpalika,4034,3785,234,5,0,8,1,1
Koshi,Dhankuta ,Chaubise Gaunpalika,4480,3925,492,7,0,52,0,4
Koshi,Udayapur ,Chaudandigadhi Municipality,12703,9263,3195,84,3,148,1,9
Koshi,Terhathum ,Chhathar Gaunpalika,3476,3148,317,1,0,3,5,2
Koshi,Dhankuta ,Chhathar Jorpati Gaunpalika,4148,3188,935,1,0,24,0,0
Koshi,Sankhuwasabha ,Chichila Gaunpalika,1664,1569,90,4,0,0,1,0
Koshi,Okhaldhunga ,Chishankhu Gadhi Gaunpalika,3305,3181,86,3,0,32,0,3
Koshi,Ilam ,Chulachuli Gaunpalika,5613,3255,2070,54,0,232,2,0
Koshi,Jhapa ,Damak Municipality,27569,2595,24301,120,8,534,4,7
